index,class_name,original_comment,preprocessed_comment,categories
864,MalLatticePatterns,we can detect like horizontal decomposition with the algos in the class.,we can detect like horizontal decomposition with the algos in the class.,['Responsibilities']
865,MalLatticePatterns,data fca context lattice,data fca context lattice,['Example']
866,MalLatticePatterns,data # # #cat # #fourlegs #hair # #dog # #smart #fourlegs #hair # #dolphin # #smart #marine # #gibbon # #hair #smart #thumbed # #man # #smart #thumbed # #whale # #smart #marine .,data # # # cat # # fourlegs # hair # # dog # # smart # fourlegs # hair # # dolphin # # smart # marine # # gibbon # # hair # smart # thumbed # # man # # smart # thumbed # # whale # # smart # marine .,['Example']
867,MalLatticePatterns,fca malformalcontext new.,fca malformalcontext new.,['Example']
869,MalLatticePatterns,mallatticepatterns on mallattice on context reportpatterns,mallatticepatterns on mallattice on context reportpatterns,['Example']
870,MalLatticePatterns,for moose models,for moose models,['Example']
871,MalLatticePatterns,fca model treillis context,fca model treillis context,['Example']
872,MalLatticePatterns,model moosemodel root allmodels second.,model moosemodel root allmodels second.,['Example']
875,MalLatticePatterns,treillis mallattice on context .,treillis mallattice on context .,['Example']
878,MalLatticePatterns,mallattice new viewlattice treillis .,mallattice new viewlattice treillis .,['Example']
879,MalLatticePatterns,smalltalk collection class hierarchy,smalltalk collection class hierarchy,['Example']
880,MalLatticePatterns,fca model treillis context,fca model treillis context,['Example']
881,MalLatticePatterns,treillis mallattice on malformalcontext classhierarchycollection .,treillis mallattice on malformalcontext classhierarchycollection .,['Example']
882,MalLatticePatterns,mallatticepatterns on treillis reportmodules.,mallatticepatterns on treillis reportmodules.,['Example']
883,MalNodeWithPreviousAndNext,a basic node able to host the model and to represent edges with no additional class.,a basic node able to host the model and to represent edges with no additional class.,['Responsibilities']
890,MalTerms,terms addstring string using camelcasescanner new.,terms addstring string using camelcasescanner new.,['Example']
894,ManifestFamixPharoSmalltalkEntities,i store metadata for this package.,i store metadata for this package.,['Responsibilities']
896,ManifestMooseQuery,i store metadata for this package.,i store metadata for this package.,['Responsibilities']
900,MooseCustomTask,moosecustomtask is a task perform some computation specified as a block.,moosecustomtask is a task perform some computation specified as a block.,['Intent']
901,MooseCustomTask,the main api is then,the main api is then,['Keymessages']
902,MooseCustomTask,with ablock description adescription length anumber,with ablock description adescription length anumber,['Keymessages']
904,MooseEntity,"any moose entity should answer its mooseid, its moosename and its moosemodel.","any moose entity should answer its mooseid, its moosename and its moosemodel.",['Keymessages']
906,MooseEntity,the state instance variable provides a mechanism for extending the state of entities.,the state instance variable provides a mechanism for extending the state of entities.,['Example']
907,MooseEntity,this is achieved through mooseentitystate.,this is achieved through mooseentitystate.,['Example']
908,MooseEntity,"using this mechanism, a package can extend an entity to add more state.","using this mechanism, a package can extend an entity to add more state.",['Example']
910,MooseEntity,this is an important mechanism to enable extensibility and modularity.,this is an important mechanism to enable extensibility and modularity.,['Example']
912,MooseEntity,yourentity yourextendingattribute,yourentity yourextendingattribute,['Example']
914,MooseEntity,see mooseentitystate for more information,see mooseentitystate for more information,['Example']
915,MooseEntity,meta descriptions,meta descriptions,['Example']
916,MooseEntity,entities should also be meta described in terms of fame.,entities should also be meta described in terms of fame.,['Example']
917,MooseEntity,this is achieved by means of pragmas,this is achieved by means of pragmas,['Example']
918,MooseEntity,"first, on the class side, you should have a method .","first, on the class side, you should have a method .",['Example']
922,MooseEntity,package yourpackage,package yourpackage,['Example']
924,MooseEntity,the pragma mseproperty type must be placed in the getter method to denote a fame property.,the pragma mseproperty type must be placed in the getter method to denote a fame property.,['Example']
925,MooseEntity,for example,for example,['Example']
928,MooseEntity,msecomment this is an attribute extended in a different package,msecomment this is an attribute extended in a different package,['Example']
929,MooseEntity,^ self privatestate attributeat #yourextendingattribute,^ self privatestate attributeat # yourextendingattribute,['Example']
930,MooseEntity,important api,important api,['Keymessages']
931,MooseEntity,mooseid is an integer that uniquely identifies this entity within the entire moose environment.,mooseid is an integer that uniquely identifies this entity within the entire moose environment.,['Keymessages']
933,MooseEntity,it is generated automatically during the creation of the mooseentity.,it is generated automatically during the creation of the mooseentity.,['Keymessages']
935,MooseEntity,it may be nil if the entity is not part of a model.,it may be nil if the entity is not part of a model.,['Keymessages']
938,MooseEntity,moosename returns a symbol that should qualify the current entity.,moosename returns a symbol that should qualify the current entity.,['Keymessages']
939,MooseEntity,it does not have to be unique,it does not have to be unique,['Keymessages']
946,TDependencyQueries,description,description,['Responsibilities']
947,TDependencyQueries,"this trait provides a common, paradigm agnostic vocabulary to query dependencies of software entities.","this trait provides a common, paradigm agnostic vocabulary to query dependencies of software entities.",['Responsibilities']
949,TDependencyQueries,the api offer the possibility to query an entity with three parameters,the api offer the possibility to query an entity with three parameters,['Keymessages']
951,TDependencyQueries,"the kind of association famixacces, famixreference, all.","the kind of association famixacces, famixreference, all.",['Keymessages']
952,TDependencyQueries,"the scope of the query the receiver, the receiver and its children","the scope of the query the receiver, the receiver and its children",['Keymessages']
955,TDependencyQueries,this symbol will be used to find a moosequeryabstactdirectionstrategy to configure a moosequerycalculator.,this symbol will be used to find a moosequeryabstactdirectionstrategy to configure a moosequerycalculator.,['Keyimplementationpoints']
956,TDependencyQueries,public api and key messages,public api and key messages,['Keymessages']
957,TDependencyQueries,#query asymbol with afamixassociation looks for the associations of the kind afamixassociation in the direction described by the symbol in the receiver and its children.,# query asymbol with afamixassociation looks for the associations of the kind afamixassociation in the direction described by the symbol in the receiver and its children.,['Keymessages']
958,TDependencyQueries,#querylocal asymbol with afamixassociation looks for the associations of the kind afamixassociation in the direction described by the symbol in the receiver.,# querylocal asymbol with afamixassociation looks for the associations of the kind afamixassociation in the direction described by the symbol in the receiver.,['Keymessages']
959,TDependencyQueries,#queryall asymbol looks for the associations in the direction described by the symbol in the receiver and its children.,# queryall asymbol looks for the associations in the direction described by the symbol in the receiver and its children.,['Keymessages']
960,TDependencyQueries,examples,examples,['Example']
969,TDependencyQueries,afamixclass queryall #in.,afamixclass queryall # in .,['Example']
971,TDependencyQueries,afamixmethod queryall #out.,afamixmethod queryall # out .,['Example']
975,TDependencyQueries,afamixmethod queryalllocal #out.,afamixmethod queryalllocal # out .,['Example']
978,PPDebugParser,a ppdebugparser is a parser that traces all the progress and returns special object that can be browsed to see how the parsing advanced over a time.,a ppdebugparser is a parser that traces all the progress and returns special object that can be browsed to see how the parsing advanced over a time.,"['Responsibilities', 'Intent']"
979,PPDebugParser,used by adding enabledebug before parsing.,used by adding enabledebug before parsing.,['Collaborators']
980,PPDebugParser,root result of root parser,root result of root parser,['Keymessages']
985,PPLiteralParser,abstract literal parser that parses some kind of literal type to be specified by subclasses .,abstract literal parser that parses some kind of literal type to be specified by subclasses .,"['Intent', 'Collaborators']"
986,PPNonEmptyParser,"i return failure, if the delegate parser did not consumed any input.","i return failure, if the delegate parser did not consumed any input.",['Responsibilities']
993,PPScriptingTest,these are some simple demo scripts of parser combinators for the compiler construction course.,these are some simple demo scripts of parser combinators for the compiler construction course.,['Intent']
994,PPSea,a ppisland allows for imprecise parsing.,a ppisland allows for imprecise parsing.,"['Responsibilities', 'Keymessages']"
995,PPSea,one can create it on a parser p by calling p island eg,one can create it on a parser p by calling p island eg,"['Responsibilities', 'Keymessages']"
996,PPSea,"p x, a island, y accepts following inputs","p x, a island, y accepts following inputs","['Example', 'Keymessages']"
1000,PPSea,xab,xab,['Example']
1003,PPSea,c,c,['Example']
1005,PPSea,xac,xac,['Example']
1006,PPSea,x^^b..,x ^ ^ b..,['Example']
1007,PPSea,a^^^^b,a ^ ^ ^ ^ b,['Example']
1008,PPSea,the input represented by dots is called water and water can appear before and after the island.,the input represented by dots is called water and water can appear before and after the island.,"['Example', 'Keymessages']"
1009,PPSea,"use it, if you don t want to define all the grammar rules and you want to skip something.","use it, if you don t want to define all the grammar rules and you want to skip something.",['Example']
1011,PPSea,afterwaterparser object,afterwaterparser object,['Keymessages']
1012,PPSea,awp object,awp object,['Keymessages']
1013,PPSea,beforewaterparser object,beforewaterparser object,['Keymessages']
1014,PPSea,bwp object,bwp object,['Keymessages']
1015,PPSea,context object,context object,['Keymessages']
1021,PPSea,beforewaterparser,beforewaterparser,['Keymessages']
1023,PPSea,bwp,bwp,['Keymessages']
1027,PPSea,island,island,['Keymessages']
1029,PPXPathFilter,i m a node filter.,i m a node filter.,['Intent']
1030,PPXPathFilter,a xpath node applies me to filter xml elements.,a xpath node applies me to filter xml elements.,['Responsibilities']
1031,ChrysalPillarishConfiguration,i m a pillar specific class to manage code not generated for the configuration class.,i m a pillar specific class to manage code not generated for the configuration class.,"['Responsibilities', 'Intent']"
1032,PRAbstractCommand,i m an object managing configuration.,i m an object managing configuration.,['Intent']
1033,PRAbstractCommand,i m usually invoked from a command line but not only.,i m usually invoked from a command line but not only.,['Responsibilities']
1034,PRAbstractCommand,my main entry point is,my main entry point is,['Example']
1036,PRAbstractCommand,when you type on the command line,when you type on the command line,['Example']
1037,PRAbstractCommand,pharo ui pillar^image pillar export to latex chapters chapter1 chapter1^pillar,pharo ui pillar ^ image pillar export to latex chapters chapter1 chapter1.pillar,['Example']
1038,PRAbstractCommand,you can obtain the same doing,you can obtain the same doing,['Example']
1040,PRAbstractCommand,createconfiguration pillar^conf,createconfiguration pillar.conf,['Example']
1041,PRAbstractCommand,basedirectory filesystem workingdirectory,basedirectory filesystem workingdirectory,['Example']
1042,PRAbstractCommand,argdictionary,argdictionary,['Example']
1045,PRAbstractCommand,asdictionary,asdictionary,['Example']
1047,PRBashScriptLanguage,bash scripting language,bash scripting language,['Intent']
1048,PRBookTesterVisitor,i am a visitor specialized in visiting books and testing their code.,i am a visitor specialized in visiting books and testing their code.,"['Intent', 'Collaborators']"
1049,PRBookTesterVisitor,"therefore, i only redefine visitcodeblock and specify it with the different parameters the codelock may have.","therefore, i only redefine visitcodeblock and specify it with the different parameters the codelock may have.",['Responsibilities']
1054,PRBookTesterVisitor,checkandreportfilenamed starts the visit in a given file.,checkandreportfilenamed starts the visit in a given file.,['Keymessages']
1055,PRDocumentListAnnotation,i am class representing a documentlistannotation.,i am class representing a documentlistannotation.,['Intent']
1060,PRDocumentListAnnotation,then abstracts will alternately change templates if you specified mutliple directories.,then abstracts will alternately change templates if you specified mutliple directories.,['Responsibilities']
1062,PRDocumentListAnnotation,with templates the annotation is remplaced by a raw document in html.,with templates the annotation is remplaced by a raw document in html.,['Responsibilities']
1063,PRDocumentListAnnotation,"for templates values, you can not specify directories, only ^mustache files.","for templates values, you can not specify directories, only ^ mustache files.",['Responsibilities']
1064,PRDocumentListAnnotation,you have to specify complete path starting from the project directory.,you have to specify complete path starting from the project directory.,['Responsibilities']
1065,PRDocumentListAnnotation,"also for the path, the complete path from the project directory.","also for the path, the complete path from the project directory.",['Example']
1066,PRDocumentListAnnotation,doclist path blogs limit 3 sort date templates # templates docarticle^mustache templates template^mustache,doclist path blogs limit 3 sort date templates # templates docarticle.mustache templates template.mustache,['Example']
1067,PRDocumentListAnnotation,doclist path wrongdirectory limit 3 sort date templates # templates docarticle^mustache templates template^mustache should raise an error,doclist path wrongdirectory limit 3 sort date templates # templates docarticle.mustache templates template.mustache should raise an error,['Example']
1068,PRFootnote,"i am a footnote, you can create me with","i am a footnote, you can create me with",['Intent']
1069,PRFootnote,noted astring,noted astring,['Example']
1071,PRHeadingLevelOffsetTransformer,convert from the level of a pillar heading to the level of heading in the exported document.,convert from the level of a pillar heading to the level of heading in the exported document.,['Responsibilities']
1077,PRHTMLScriptLanguage,hypertext markup language,hypertext markup language,['Intent']
1078,PRInputFileAnnotation,i include a reference to a pillar file.,i include a reference to a pillar file.,['Responsibilities']
1079,PRInputFileAnnotation,with me we can add a transformation to remplace an annotation to a pillar file by his tree.,with me we can add a transformation to remplace an annotation to a pillar file by his tree.,['Responsibilities']
1080,PRInputFileAnnotation,my tag is inputfile .,my tag is inputfile .,['Keymessages']
1082,PRInputFileAnnotation,"a path to a file with the key value required, you can write it without the key","a path to a file with the key value required, you can write it without the key",['Keymessages']
1083,PRInputFileAnnotation,examples,examples,['Example']
1084,PRInputFileAnnotation,inputfile myfile^pillar,inputfile myfile.pillar,['Example']
1085,PRInputFileAnnotation,inputfile value directory myfile^pillar,inputfile value directory myfile.pillar,['Example']
1089,PRList,"i represent the abstraction over ordered, unordered html or latex list.","i represent the abstraction over ordered, unordered html or latex list.",['Intent']
1090,PRMarkdownWriter,i am a writer for commonmark,i am a writer for commonmark,['Intent']
1099,PRParseWarning,i am a warning for the parse of a pillar file.,i am a warning for the parse of a pillar file.,['Intent']
1100,PRPhase,i am an abstract class to describe a phase of an export.,i am an abstract class to describe a phase of an export.,['Intent']
1101,PRPhase,"a phase takes an input, transforms it and returns an output.","a phase takes an input, transforms it and returns an output.",['Responsibilities']
1104,PRPhase,to create a new phase you have to define its prority as a class method then to define the action of the phase with a method actionon aninput.,to create a new phase you have to define its prority as a class method then to define the action of the phase with a method actionon aninput.,['Example']
1106,PRPhase,you can also add some transformations to the output like,you can also add some transformations to the output like,['Example']
1110,PRPhase,do each,do each,['Example']
1112,PRPhase,configuration self configuration,configuration self configuration,['Example']
1115,PRPillarParserMain,i m responsible for starting the parsing process of a pillar document.,i m responsible for starting the parsing process of a pillar document.,['Responsibilities']
1120,PRPillarParserOld,i am a parser for a pillar syntax.,i am a parser for a pillar syntax.,['Intent']
1122,PRPreformatted,i am preformatted text or source code.,i am preformatted text or source code.,['Intent']
1128,PRScreenshotAnnotation,package the targetted package,package the targetted package,['Keymessages']
1130,PRScreenshotAnnotation,method the targetted method,method the targetted method,['Keymessages']
1132,PRScreenshotAnnotation,width prfigure width as would be used in a more classic figure inclusion with caption .,width prfigure width as would be used in a more classic figure inclusion with caption .,['Keymessages']
1134,PRScreenshotAnnotation,label prfigure label as would be used in a more classic figure inclusion with caption .,label prfigure label as would be used in a more classic figure inclusion with caption .,['Keymessages']
1135,PRScreenshotAnnotation,file label aa,file label aa,['Keymessages']
1138,PRShowClassTransformer,i am a transformer for the showclass annotation.,i am a transformer for the showclass annotation.,['Intent']
1139,PRShowClassTransformer,i know how to visit a showclass annotation and the way to transform it.,i know how to visit a showclass annotation and the way to transform it.,['Responsibilities']
1141,PRSyntaxError,an error about syntax,an error about syntax,['Intent']
1143,PRUnorderedList,i am typically used for unnumbered lists,i am typically used for unnumbered lists,['Collaborators']
1144,PRWatcher,a class to watch served sites.,a class to watch served sites.,"['Responsibilities', 'Intent']"
1145,PRWatcher,"each 5 seconds, the website is regenerated","each 5 seconds, the website is regenerated",['Responsibilities']
1146,PMAccuracy,accuracy is a framework for testing the numerical accuracy of the results of methods.,accuracy is a framework for testing the numerical accuracy of the results of methods.,"['Responsibilities', 'Intent']"
1148,PMAM3Stepper,it is stepper for adams moulton method of order 3.,it is stepper for adams moulton method of order 3.,['Intent']
1149,PMAM3Stepper,an s step adams moulton method can reach order s 1.,an s step adams moulton method can reach order s 1.,['Responsibilities']
1153,PMExponentialGenerator,"a pmexponentialgenerator uses a uniform random variable in 0,1 to sample from an exponential distribution.","a pmexponentialgenerator uses a uniform random variable in 0,1 to sample from an exponential distribution.",['Intent']
1155,PMExponentialGenerator,"the default randomgenerator is pmrandom, but can be modified.","the default randomgenerator is pmrandom, but can be modified.",['Keymessages']
1159,PMGradient,computes the gradient of a function of a collection of numbers.,computes the gradient of a function of a collection of numbers.,['Responsibilities']
1160,PMGradient,"example f x,y x^2 y","example f x,y x ^ 2 y",['Example']
1162,PMGradient,g value # 3 2 .,g value # 3 2 .,['Example']
1164,PMGradient,g value # 1 1 .,g value # 1 1 .,['Example']
1165,PMGradient,# 2 1,# 2 1,['Example']
1166,PMImplicitAnnouncer,an implicitannouncer is used by odesolver to announce step results implicitsolverannouncement .,an implicitannouncer is used by odesolver to announce step results implicitsolverannouncement .,"['Intent', 'Collaborators']"
1169,PMKolmogorovSmirnov1Sample,"#ksstatistic returns kolmogorovs d, calculated as the maximum of d and d , iow it does not !","# ksstatistic returns kolmogorovs d, calculated as the maximum of d and d , iow it does not !",['Keymessages']
1170,PMKolmogorovSmirnov1Sample,use d max f y i i n .,use d max f y i i n .,['Keymessages']
1171,PMKolmogorovSmirnov1Sample,see eg http www^itl.nist^gov div898 handbook eda section3 eda35g^htm why this would be wrong.,see eg http www ^ itl.nist.gov div898 handbook eda section3 eda35g ^ htm why this would be wrong.,['Keymessages']
1172,PMKolmogorovSmirnov1Sample,#pvalue returns the probability of getting a d ksstatistic .,# pvalue returns the probability of getting a d ksstatistic .,['Keymessages']
1175,PMKolmogorovSmirnov1Sample,nd dhbnormaldistribution new.,nd dhbnormaldistribution new.,['Example']
1177,PMKolmogorovSmirnov1Sample,ks kolmogorovsmirnov comparedata 1 to 100 collect i nd random withdistribution nd.,ks kolmogorovsmirnov comparedata 1 to 100 collect i nd random withdistribution nd.,['Example']
1180,PMLineSearch,i implement line search algorithm to find the minimum of a function g x 0 on the interval 0 x 1.,i implement line search algorithm to find the minimum of a function g x 0 on the interval 0 x 1.,"['Responsibilities', 'Intent']"
1181,PMLineSearch,"the method is initialized by g 0 , g 1 and g 0 .","the method is initialized by g 0 , g 1 and g 0 .",['Responsibilities']
1182,PMLineSearch,"the step from x 0 to x 1 suppose to minimize g x i^eg 0 0 , but due to nonlinearity of g x might fail to do so.","the step from x 0 to x 1 suppose to minimize g x i ^ eg 0 0 , but due to nonlinearity of g x might fail to do so.",['Keyimplementationpoints']
1183,PMLineSearch,"in this case, this method finds such an x that this function is minimized in the sense","in this case, this method finds such an x that this function is minimized in the sense",['Keyimplementationpoints']
1185,PMLineSearch,for some small alpha defaults to 1e 4 .,for some small alpha defaults to 1e 4 .,['Keyimplementationpoints']
1189,PMLineSearch,"where funblock is the implementation of g x , g0 g 0 , dg0 g 0 and g1 g 0 .","where funblock is the implementation of g x , g0 g 0 , dg0 g 0 and g1 g 0 .",['Example']
1192,PMLineSearch,storedmethod setfunction funblock.,storedmethod setfunction funblock.,['Example']
1193,PMLineSearch,storedmethod setvalueatzero g0 derivativeatzero dg0 valueatone g1.,storedmethod setvalueatzero g0 derivativeatzero dg0 valueatone g1.,['Example']
1195,PMLineSearch,optimization tip!!!,optimization tip!!!,['Keyimplementationpoints']
1196,PMLineSearch,it is guaranteed that g x will be called on the resulting x.,it is guaranteed that g x will be called on the resulting x.,['Keyimplementationpoints']
1197,PMLineSearch,see dhbnewtonzerofinder pmnewtonzerofinder that uses this to minimize the number of function evaluations.,see dhbnewtonzerofinder pmnewtonzerofinder that uses this to minimize the number of function evaluations.,['Keyimplementationpoints']
1198,PMMatrix,i represent a mathematical matrix.,i represent a mathematical matrix.,['Intent']
1199,PMMatrix,i can be build from rows as follows,i can be build from rows as follows,['Example']
1200,PMMatrix,pmmatrix rows # 1 2 3 4 5 6 .,pmmatrix rows # 1 2 3 4 5 6 .,['Example']
1201,PMMatrix,i understand the usual matrix operations.,i understand the usual matrix operations.,['Keymessages']
1204,PMODESolver,solve system x0 astate t0 starttime t1 endtime,solve system x0 astate t0 starttime t1 endtime,['Keymessages']
1205,PMODESolver,announcements are made when a step is taken.,announcements are made when a step is taken.,['Keyimplementationpoints']
1207,PMSciKitLearnSVDFlipAlgorithmTest,this is the test class that exercises scikit learn eigenvector flip algorithm,this is the test class that exercises scikit learn eigenvector flip algorithm,"['Responsibilities', 'Intent']"
1209,PMStateTime,it holds both a state and a time.,it holds both a state and a time.,['Responsibilities']
1210,PMStateTime,"we don t want to use point, since state may be a vector quantity, and the behavior of array @ number is a little off it stores points in an array, what we want is the array itself in state, and the scalar quantity in time .","we don t want to use point, since state may be a vector quantity, and the behavior of array @ number is a little off it stores points in an array, what we want is the array itself in state, and the scalar quantity in time .",['Keyimplementationpoints']
1211,PMStepper,basic steppers execute one timestep of a specific order with a given stepsize.,basic steppers execute one timestep of a specific order with a given stepsize.,"['Responsibilities', 'Intent']"
1213,PMStepper,steppers perform one single step.,steppers perform one single step.,['Keyimplementationpoints']
1214,PMStepper,the most general stepper type is described by the stepper concept.,the most general stepper type is described by the stepper concept.,['Collaborators']
1216,GLMRoassal2MorphicTest,a glmroassalmorphictest is xxxxxxxxx.,a glmroassalmorphictest is xxxxxxxxx.,['Intent']
1220,RTAbstractExample,i am the super class of all the roassal examples.,i am the super class of all the roassal examples.,['Intent']
1221,RTAbstractExample,try to use this script to know the excecution of roassal examples,try to use this script to know the excecution of roassal examples,['Example']
1222,RTAbstractExample,examples errors,examples errors,['Example']
1223,RTAbstractExample,examples orderedcollection new.,examples orderedcollection new.,['Example']
1226,RTAbstractExample,do example,do example,['Example']
1227,RTAbstractExample,example gtexamples do met time builder,example gtexamples do met time builder,['Example']
1228,RTAbstractExample,time dateandtime now.,time dateandtime now.,['Example']
1229,RTAbstractExample,builder example perform met selector.,builder example perform met selector.,['Example']
1231,RTAbstractExample,iftrue builder build .,iftrue builder build .,['Example']
1232,RTAbstractExample,time dateandtime now time.,time dateandtime now time.,['Example']
1233,RTAbstractExample,time 1 asduration,time 1 asduration,['Example']
1234,RTAbstractExample,iftrue examples add met time,iftrue examples add met time,['Example']
1235,RTAbstractExample,on error do errors add met,on error do errors add met,['Example']
1236,RTAbstractExample,displayingprogress running examples .,displayingprogress running examples .,['Example']
1237,RTAbstractExample,examples errors,examples errors,['Example']
1238,RTAbstractStackedDataSet,a data set is a set of points intended to be charted.,a data set is a set of points intended to be charted.,['Intent']
1239,RTAbstractStackedDataSet,a data set has to be added to a rtgrapher.,a data set has to be added to a rtgrapher.,['Collaborators']
1240,RTAbstractTreeBuilder,i am a base class for some builders of roassal like,i am a base class for some builders of roassal like,"['Intent', 'Collaborators']"
1245,RTAttachPoint,i am the superclass of the class hierarchy describing attach points.,i am the superclass of the class hierarchy describing attach points.,['Intent']
1246,RTAttachPoint,an attach point indicates where lines start and end.,an attach point indicates where lines start and end.,['Responsibilities']
1249,RTAxisRenderer,it simply render in a view an axis configuration,it simply render in a view an axis configuration,"['Responsibilities', 'Collaborators']"
1250,RTBezier3Line,describe a cubic bezier spline,describe a cubic bezier spline,['Responsibilities']
1252,RTBezier3Line,v rtview new.,v rtview new.,['Example']
1253,RTBezier3Line,s rtellipse new color color red alpha 04 size 30.,s rtellipse new color color red alpha 04 size 30.,['Example']
1254,RTBezier3Line,e1 s elementon begin .,e1 s elementon begin .,['Example']
1255,RTBezier3Line,e2 s elementon end .,e2 s elementon end .,['Example']
1257,RTBezier3Line,lineshape rtbezier3line new.,lineshape rtbezier3line new.,['Example']
1258,RTBezier3Line,lineshape controlelement e3.,lineshape controlelement e3.,['Example']
1259,RTBezier3Line,lineshape attachpoint rtshorterdistanceattachpoint instance .,lineshape attachpoint rtshorterdistanceattachpoint instance .,['Example']
1260,RTBezier3Line,edge lineshape edgefrom e1 to e2.,edge lineshape edgefrom e1 to e2.,['Example']
1261,RTBezier3Line,v add e1 add e2 add e3 add edge.,v add e1 add e2 add e3 add edge.,['Example']
1265,RTBezier3Line,e2 translateby 80 @ 50.,e2 translateby 80 @ 50.,['Example']
1267,RTBezier3Line,v,v,['Example']
1271,RTBox,a rtbox is a rectangular box.,a rtbox is a rectangular box.,['Intent']
1272,RTBox,"eg,","eg,",['Example']
1273,RTBox,v,v,['Example']
1274,RTBox,v rtview new.,v rtview new.,['Example']
1276,RTBox,v open,v open,['Example']
1277,RTBucketColor,a scale of elements is discretized into buckets where elements of each bucket is associated to an element.,a scale of elements is discretized into buckets where elements of each bucket is associated to an element.,['Responsibilities']
1278,RTBucketColor,the buckets are formed by creating partitions uniformly.,the buckets are formed by creating partitions uniformly.,['Responsibilities']
1279,RTCalendarExample,rtcalendarexample new installtitle visualizationcsv,rtcalendarexample new installtitle visualizationcsv,['Example']
1280,RTCalendarExample,code,code,['Example']
1281,RTCalendarExample,b tab colors dictionary,b tab colors dictionary,['Example']
1282,RTCalendarExample,"tab rttabtable new input http bl^ocks.org mbostock raw 4063318 dji^csv asurl retrievecontents usingdelimiter ,.","tab rttabtable new input http bl ^ ocks.org mbostock raw 4063318 dji ^ csv asurl retrievecontents usingdelimiter ,.",['Example']
1283,RTCalendarExample,tab removefirstrow.,tab removefirstrow.,['Example']
1284,RTCalendarExample,dictionary dictionary new.,dictionary dictionary new.,['Example']
1285,RTCalendarExample,tab values do ar value,tab values do ar value,['Example']
1286,RTCalendarExample,value ar fifth asnumber ar second asnumber ar second asnumber.,value ar fifth asnumber ar second asnumber ar second asnumber.,['Example']
1288,RTCalendarExample,colors # # 165 0 38 # 215 48 38 # 244 109 67,colors # # 165 0 38 # 215 48 38 # 244 109 67,['Example']
1290,RTCalendarExample,# 166 217 106 # 102 189 99 # 26 152 80 # 0 104 55,# 166 217 106 # 102 189 99 # 26 152 80 # 0 104 55,['Example']
1292,RTCalendarExample,b rtcalendarbuilder new.,b rtcalendarbuilder new.,['Example']
1294,RTCalendarExample,b monthshape shape b monthshapepath 150 .,b monthshape shape b monthshapepath 150 .,['Example']
1298,RTCalendarExample,.,.,['Example']
1302,RTCalendarExample,b yearlayout horizontalline.,b yearlayout horizontalline.,['Example']
1306,RTCalendarExample,index value 11 01 1.,index value 11 01 1.,['Example']
1308,RTCalendarExample,index 11 iftrue index 11 .,index 11 iftrue index 11 .,['Example']
1310,RTCalendarExample,.,.,['Example']
1314,RTCalendarExample,^ b view,^ b view,['Example']
1316,RTCircleGeometry,"i am not a roassal shape, for that use rtellipse.","i am not a roassal shape, for that use rtellipse.",['Intent']
1320,RTCPQualitative,"qualitative schemes do not imply magnitude differences between legend classes, and hues are used to create the primary visual differences between classes.","qualitative schemes do not imply magnitude differences between legend classes, and hues are used to create the primary visual differences between classes.",['Responsibilities']
1323,RTCPQualitative,colorpalette qualitative show,colorpalette qualitative show,['Example']
1326,RTDualAttachPoint,i am a new class to combine attach points,i am a new class to combine attach points,"['Responsibilities', 'Intent']"
1327,RTEditableLabel,"i am a class to create editable label shapes, but do not forget that roassal is for visualizations not to build morphs","i am a class to create editable label shapes, but do not forget that roassal is for visualizations not to build morphs","['Responsibilities', 'Intent']"
1328,RTEllipseTest,a rtellipsetest is a test class for testing the behavior of rtellipse,a rtellipsetest is a test class for testing the behavior of rtellipse,"['Responsibilities', 'Intent']"
1330,RTExperimentalExample,code,code,['Example']
1336,RTExperimentalExample,b object v.,b object v.,['Example']
1338,RTExploraBuilderTest,a roexplorabuildertest is xxxxxxxxx.,a roexplorabuildertest is xxxxxxxxx.,['Intent']
1349,RTFilterInView,with edges,with edges,['Example']
1359,RTFilterInView,example using the spawn block,example using the spawn block,['Example']
1367,RTFilterInView,filter spawnblock el rtview new addall el copy yourself .,filter spawnblock el rtview new addall el copy yourself .,['Example']
1371,RTGrapherSelectRangeViewContext,define a range for gt,define a range for gt,['Responsibilities']
1373,RTGrapherSelectRangeViewContext,g view rtview new.,g view rtview new.,['Example']
1374,RTGrapherSelectRangeViewContext,ds rtdata new.,ds rtdata new.,['Example']
1375,RTGrapherSelectRangeViewContext,ds dotshape color color blue trans.,ds dotshape color color blue trans.,['Example']
1376,RTGrapherSelectRangeViewContext,ds points rtshape withallsubclasses.,ds points rtshape withallsubclasses.,['Example']
1377,RTGrapherSelectRangeViewContext,ds y cls cls numberofmethods 50 .,ds y cls cls numberofmethods 50 .,['Example']
1378,RTGrapherSelectRangeViewContext,ds x cls cls numberoflinesofcode 150 .,ds x cls cls numberoflinesofcode 150 .,['Example']
1379,RTGrapherSelectRangeViewContext,g add ds.,g add ds.,['Example']
1380,RTGrapherSelectRangeViewContext,rtgrapherselectrangeviewcontext ongrapher g callback elements g view attributeat #presentation selection elements .,rtgrapherselectrangeviewcontext ongrapher g callback elements g view attributeat # presentation selection elements .,['Example']
1381,RTGrapherSelectRangeViewContext,g,g,['Example']
1382,RTHighlightableWithCursor,highlight to indicates that some interaction be can done.,highlight to indicates that some interaction be can done.,['Responsibilities']
