index,class_name,original_comment,preprocessed_comment,categories
6732,IndentAction.java,	 * @param newOffset the selection offset,@param newoffset the selection offset,['usage']
6733,IndentAction.java,	 * @param newLength the selection range,@param newlength the selection range,['usage']
6734,IndentAction.java,	 * @param document the document,@param document the document,['usage']
6735,IndentAction.java,	 * @param line the line to be indented,@param line the line to be indented,['usage']
6738,IndentAction.java,	 * @param multiLine <code>true</code> if more than one line is being indented,@param multiline <code> true </code> if more than one line is being indented,['usage']
6739,IndentAction.java,	 * @param scanner the heuristic scanner,@param scanner the heuristic scanner,['usage']
6741,IndentAction.java,"Indents a line or range of lines in a C document to its correct position. No complete
 * AST must be present, the indentation is computed using heuristics. The algorithm used is fast for
 * single lines, but does not store any information and therefore not so efficient for large line
 * ranges.","indents a line or range of lines in a c document to its correct position. no complete ast must be present, the indentation is computed using heuristics. the algorithm used is fast for single lines, but does not store any information and therefore not so efficient for large line ranges.",['summary']
6742,IndentAction.java,	/** The caret offset after an indent operation. */,the caret offset after an indent operation.,['summary']
6745,IndentAction.java,		// Update has been called by the framework,update has been called by the framework,['summary']
6746,IndentAction.java,				// check for marginal (zero-length) lines,check for marginal (zero-length) lines,['summary']
6747,IndentAction.java,				// will only happen on concurrent modification,will only happen on concurrent modification,['summary']
6748,IndentAction.java,"// update caret position: move to new position when indenting just one line
						// keep selection when indenting multiple",update caret position: move to new position when indenting just one line keep selection when indenting multiple,['summary']
6750,IndentAction.java,"Returns the selection on the editor or an invalid selection if none can be obtained. Returns
	 * never <code>null</code>.",returns the selection on the editor or an invalid selection if none can be obtained. returns never <code> null </code> .,['summary']
6751,IndentAction.java,"Returns the document currently displayed in the editor, or <code>null</code> if none can be
	 * obtained.","returns the document currently displayed in the editor, or <code> null </code> if none can be obtained.",['summary']
6752,IndentAction.java,	 * Returns the smart preference state.,returns the smart preference state.,['summary']
6753,IndentAction.java,"/ either the selection has to be empty and the caret in the WS at the line start
			// or the selection has to extend over multiple lines",/ either the selection has to be empty and the caret in the ws at the line start or the selection has to extend over multiple lines,['summary']
6756,IndentAction.java,"Returns the <code>ICProject</code> of the current editor input, or
	 * <code>null</code> if it cannot be found.","returns the <code> icproject </code> of the current editor input, or <code> null </code> if it cannot be found.",['summary']
6758,IndentAction.java,	 * Returns the possibly project-specific core preference defined under <code>key</code>.,returns the possibly project-specific core preference defined under <code> key </code> .,['summary']
6759,IndentAction.java,"	 * Returns <code>true</code> if line comments at column 0 should be indented inside, <code>false</code> otherwise.","returns <code> true </code> if line comments at column 0 should be indented inside, <code> false </code> otherwise.",['summary']
6760,IndentAction.java,"	 * Returns <code>true</code> if empty lines should be indented, <code>false</code> otherwise.","returns <code> true </code> if empty lines should be indented, <code> false </code> otherwise.",['summary']
6762,IndentAction.java,"Returns the tab size used by the editor, which is deduced from the
	 * formatter preferences.","returns the tab size used by the editor, which is deduced from the formatter preferences.",['summary']
6763,IndentAction.java,"Returns whether mixed tabs/spaces should be used for indentation, depending on the editor and
	 * formatter preferences.","returns whether mixed tabs/spaces should be used for indentation, depending on the editor and formatter preferences.",['summary']
6764,IndentAction.java,"Returns whether spaces should be used exclusively for indentation, depending on the editor and
	 * formatter preferences.","returns whether spaces should be used exclusively for indentation, depending on the editor and formatter preferences.",['summary']
6765,IndentAction.java,"Returns the size in characters of a string. All characters count one, tabs count the editor's
	 * preference for the tab display","returns the size in characters of a string. all characters count one, tabs count the editor's preference for the tab display",['summary']
6766,IndentAction.java,	 * Computes and returns the indentation for a preprocessor line.,computes and returns the indentation for a preprocessor line.,['summary']
6767,IndentAction.java,	 * Computes and returns the indentation for a block comment line.,computes and returns the indentation for a block comment line.,['summary']
6769,IndentAction.java,		// only change the document if it is a real change,only change the document if it is a real change,['summary']
6770,IndentAction.java,		// set the caret offset so it can be used when setting the selection,set the caret offset so it can be used when setting the selection,['summary']
6773,IndentAction.java,		// standard C code indentation,standard c code indentation,['summary']
6774,IndentAction.java,				// line comment starting at position 0 -> indent inside,line comment starting at position 0 -> indent inside,['summary']
6775,IndentAction.java,"// where we start searching for non-WS; after the ""//"" in single line comments","where we start searching for non-ws; after the ""//"" in single line comments",['summary']
6776,IndentAction.java,"Indents a single line using the heuristic scanner. Multiline comments are
	 * indented as specified by the <code>CCommentAutoIndentStrategy</code>.",indents a single line using the heuristic scanner. multiline comments are indented as specified by the <code> ccommentautoindentstrategy </code> .,['summary']
6777,IndentAction.java,"			// this is too intrusive, but will never get called anyway","this is too intrusive, but will never get called anyway",['summary']
6778,IndentAction.java,	 * Selects the given range on the editor.,selects the given range on the editor.,['summary']
6780,IndentAction.java,"always reset the selection if anything was replaced
						// but not when we had a single line non-tab invocation",always reset the selection if anything was replaced but not when we had a single line non-tab invocation,['summary']
6781,TestLossyRetryInvocationHandler.java,@link HdfsClientConfigKeys#DFS_CLIENT_TEST_DROP_NAMENODE_RESPONSE_NUM_KEY,@link hdfsclientconfigkeys#dfs_client_test_drop_namenode_response_num_key,['Pointer']
6782,TestLossyRetryInvocationHandler.java,"This test makes sure that when
 * {@link HdfsClientConfigKeys#DFS_CLIENT_TEST_DROP_NAMENODE_RESPONSE_NUM_KEY} is set,
 * DFSClient instances can still be created within NN/DN (e.g., the fs instance
 * used by the trash emptier thread in NN)","this test makes sure that when {@link hdfsclientconfigkeys#dfs_client_test_drop_namenode_response_num_key} is set, dfsclient instances can still be created within nn/dn (e.g., the fs instance used by the trash emptier thread in nn)",['summary']
6783,TestLossyRetryInvocationHandler.java, // enable both trash emptier and dropping response,enable both trash emptier and dropping response,['summary']
6784,CSourcePreviewerUpdater.java," Contributors:
 *     QNX Software Systems - Initial API and implementation
 *     Anton Leherbauer (Wind River Systems)",contributors: qnx software systems - initial api and implementation anton leherbauer (wind river systems),['Ownership']
6786,CSourcePreviewerUpdater.java,"	 * Registers a source preview updater for the given viewer, configuration and preference store.","registers a source preview updater for the given viewer, configuration and preference store.",['summary']
6787,CSourcePreviewerUpdater.java,	 * @param viewer the viewer,@param viewer the viewer,['usage']
6788,CSourcePreviewerUpdater.java,	 * @param configuration the configuration,@param configuration the configuration,['usage']
6789,CSourcePreviewerUpdater.java,	 * @param preferenceStore the preference store,@param preferencestore the preference store,['usage']
6790,CSourcePreviewerUpdater.java,	 * @param viewer,@param viewer,['usage']
6791,CSourcePreviewerUpdater.java,	 * @param configuration,@param configuration,['usage']
6792,CSourcePreviewerUpdater.java,	 * @param store,@param store,['usage']
6794,CSourcePreviewerUpdater.java,			 * @see org.eclipse.jface.util.IPropertyChangeListener#propertyChange(org.eclipse.jface.util.PropertyChangeEvent),@see org.eclipse.jface.util.ipropertychangelistener#propertychange(org.eclipse.jface.util.propertychangeevent),['Pointer']
6795,CSourcePreviewerUpdater.java,			 * @see org.eclipse.swt.events.DisposeListener#widgetDisposed(org.eclipse.swt.events.DisposeEvent),@see org.eclipse.swt.events.disposelistener#widgetdisposed(org.eclipse.swt.events.disposeevent),['Pointer']
6798,ValueAggregator.java,   * reset the aggregator,reset the aggregator,['summary']
6799,ValueAggregator.java,   * @param val the value to be added,@param val the value to be added,['usage']
6800,ValueAggregator.java,   * @return the string representation of the agregator,@return the string representation of the agregator,['usage']
6801,ValueAggregator.java,   * @return an array of values as the outputs of the combiner.,@return an array of values as the outputs of the combiner.,['usage']
6802,CPathContainerWizard.java,"Contributors:
 *     QNX Software Systems - initial API and implementation",contributors: qnx software systems - initial api and implementation,['Ownership']
6803,CPathContainerWizard.java,"@deprecated as of CDT 4.0. This wizard was used in property pages
 * for 3.X style projects.",@deprecated as of cdt 4.0. this wizard was used in property pages for 3.x style projects.,['deprecation']
6804,CPathContainerWizard.java,@see IWizard#performFinish(),@see iwizard#performfinish(),['Pointer']
6805,CPathContainerWizard.java,@see IWizard#addPages(),@see iwizard#addpages(),['Pointer']
6806,CPathContainerWizard.java,@see IWizard#getNextPage(IWizardPage),@see iwizard#getnextpage(iwizardpage),['Pointer']
6807,CPathContainerWizard.java,@see IWizard#canFinish(),@see iwizard#canfinish(),['Pointer']
6808,CPathContainerWizard.java,Constructor for ClasspathContainerWizard.,constructor for classpathcontainerwizard.,['summary']
6809,CPathContainerWizard.java,Constructor for ClasspathContainerWizard.,constructor for classpathcontainerwizard.,['summary']
6810,MonitorBenchmark.java,@link Monitor,@link monitor,['Pointer']
6811,MonitorBenchmark.java,@author Justin T. Sampson,@author justin t. sampson,['Ownership']
6813,UncheckedExecutionException.java,@link java.util.concurrent.ExecutionException,@link java.util.concurrent.executionexception,['Pointer']
6814,UncheckedExecutionException.java,@linkplain #getCause() cause,@linkplain #getcause() cause,['Pointer']
6815,UncheckedExecutionException.java,@code Error,@code error,['Pointer']
6816,UncheckedExecutionException.java,@link ExecutionError,@link executionerror,['Pointer']
6817,UncheckedExecutionException.java,"@code
 * ExecutionException",@code executionexception,['Pointer']
6822,UncheckedExecutionException.java,@code ExecutionException,@code executionexception,['Pointer']
6823,UncheckedExecutionException.java,"Unchecked variant of {@link java.util.concurrent.ExecutionException}. As with
 * {@code ExecutionException}, the exception's {@linkplain #getCause() cause} comes from a failed
 * task, possibly run in another thread.
 *
 * <p>{@code UncheckedExecutionException} is intended as an alternative to
 * {@code ExecutionException} when the exception thrown by a task is an unchecked exception.
 * However, it may also wrap a checked exception in some cases.
 *
 * <p>When wrapping an {@code Error} from another thread, prefer {@link ExecutionError}. When
 * wrapping a checked exception, prefer {@code
 * ExecutionException}.","unchecked variant of {@link java.util.concurrent.executionexception}. as with {@code executionexception}, the exception's {@link plain #getcause() cause} comes from a failed task, possibly run in another thread. <p> {@code uncheckedexecutionexception} is intended as an alternative to {@code executionexception} when the exception thrown by a task is an unchecked exception. however, it may also wrap a checked exception in some cases. <p> when wrapping an {@code error} from another thread, prefer {@link executionerror}. when wrapping a checked exception, prefer {@code executionexception}.",['summary']
6826,UncheckedExecutionException.java,   * Creates a new instance with the given detail message and cause.,creates a new instance with the given detail message and cause.,['summary']
6827,UncheckedExecutionException.java,   * Creates a new instance with the given cause.,creates a new instance with the given cause.,['summary']
6829,MapKey.java,@code Map,@code map,['Pointer']
6830,MapKey.java,@literal @,@literal @,['Pointer']
6832,MapKey.java,@link ClassMapKey,@link classmapkey,['Pointer']
6833,MapKey.java,@link StringMapKey,@link stringmapkey,['Pointer']
6837,MapKey.java,@code unwrapValue,@code unwrapvalue,['Pointer']
6840,MapKey.java,"if {@code unwrapValue} is false, then the whole annotation will be the type and annotation
   * instances will be the keys. If {@code unwrapValue} is true, the value() type of key type
   * annotation will be the key type for injected map and the value instances will be the keys.","if {@code unwrapvalue} is false, then the whole annotation will be the type and annotation instances will be the keys. if {@code unwrapvalue} is true, the value() type of key type annotation will be the key type for injected map and the value instances will be the keys.",['summary']
6843,JWTRedirectAuthenticationHandler.java,"The {@link JWTRedirectAuthenticationHandler} extends
 * AltKerberosAuthenticationHandler to add WebSSO behavior for UIs. The expected
 * SSO token is a JsonWebToken (JWT). The supported algorithm is RS256 which
 * uses PKI between the token issuer and consumer. The flow requires a redirect
 * to a configured authentication server URL and a subsequent request with the
 * expected JWT token. This token is cryptographically verified and validated.
 * The user identity is then extracted from the token and used to create an
 * AuthenticationToken - as expected by the AuthenticationFilter.",the {@link jwtredirectauthenticationhandler} extends altkerberosauthenticationhandler to add websso behavior for uis. the expected sso token is a jsonwebtoken (jwt). the supported algorithm is rs256 which uses pki between the token issuer and consumer. the flow requires a redirect to a configured authentication server url and a subsequent request with the expected jwt token. this token is cryptographically verified and validated. the user identity is then extracted from the token and used to create an authenticationtoken - as expected by the authenticationfilter.,['summary']
6844,JWTRedirectAuthenticationHandler.java,"<p>
 * The supported configuration properties are:
 * </p>
 * <ul>
 * <li>authentication.provider.url: the full URL to the authentication server.
 * This is the URL that the handler will redirect the browser to in order to
 * authenticate the user. It does not have a default value.</li>
 * <li>public.key.pem: This is the PEM formatted public key of the issuer of the
 * JWT token. It is required for verifying that the issuer is a trusted party.
 * DO NOT include the PEM header and footer portions of the PEM encoded
 * certificate. It does not have a default value.</li>
 * <li>expected.jwt.audiences: This is a list of strings that identify
 * acceptable audiences for the JWT token. The audience is a way for the issuer
 * to indicate what entity/s that the token is intended for. Default value is
 * null which indicates that all audiences will be accepted.</li>
 * <li>jwt.cookie.name: the name of the cookie that contains the JWT token.
 * Default value is ""hadoop-jwt"".</li>
 * </ul>","<p> the supported configuration properties are: </p> <ul> <li> authentication.provider.url: the full url to the authentication server. this is the url that the handler will redirect the browser to in order to authenticate the user. it does not have a default value. </li> <li> public.key.pem: this is the pem formatted public key of the issuer of the jwt token. it is required for verifying that the issuer is a trusted party. do not include the pem header and footer portions of the pem encoded certificate. it does not have a default value. </li> <li> expected.jwt.audiences: this is a list of strings that identify acceptable audiences for the jwt token. the audience is a way for the issuer to indicate what entity/s that the token is intended for. default value is null which indicates that all audiences will be accepted. </li> <li> jwt.cookie.name: the name of the cookie that contains the jwt token. default value is ""hadoop-jwt"". </li> </ul>",['Expand']
6846,JWTRedirectAuthenticationHandler.java,@link AuthenticationFilter#init,@link authenticationfilter#init,['Pointer']
6847,JWTRedirectAuthenticationHandler.java,   * @return valid true if the token has not expired; false otherwise,@return valid true if the token has not expired; false otherwise,['usage']
6848,JWTRedirectAuthenticationHandler.java,   * @param jwtToken the token that contains the expiration date to validate,@param jwttoken the token that contains the expiration date to validate,['usage']
6851,JWTRedirectAuthenticationHandler.java,   * @return valid true if signature verifies successfully; false otherwise,@return valid true if signature verifies successfully; false otherwise,['usage']
6852,JWTRedirectAuthenticationHandler.java,   * @param jwtToken the token that contains the signature to be validated,@param jwttoken the token that contains the signature to be validated,['usage']
6853,JWTRedirectAuthenticationHandler.java,   * @return true if valid,@return true if valid,['usage']
6854,JWTRedirectAuthenticationHandler.java,   * @param jwtToken the token to validate,@param jwttoken the token to validate,['usage']
6855,JWTRedirectAuthenticationHandler.java,   * @return url to use as login url for redirect,@return url to use as login url for redirect,['usage']
6856,JWTRedirectAuthenticationHandler.java,   * @param request for getting the original request URL,@param request for getting the original request url,['usage']
6857,JWTRedirectAuthenticationHandler.java,   * @return serialized JWT token,@return serialized jwt token,['usage']
6858,JWTRedirectAuthenticationHandler.java,   * @param req servlet request to get the JWT token from,@param req servlet request to get the jwt token from,['usage']
6859,JWTRedirectAuthenticationHandler.java,"@param config
   *          configuration properties to initialize the handler.",@param config configuration properties to initialize the handler.,['usage']
6860,JWTRedirectAuthenticationHandler.java,   * @param pk publicKey for the token signtature verification,@param pk publickey for the token signtature verification,['usage']
6861,JWTRedirectAuthenticationHandler.java,"Initializes the authentication handler instance.
   * <p>
   * This method is invoked by the {@link AuthenticationFilter#init} method.",initializes the authentication handler instance. <p> this method is invoked by the {@link authenticationfilter#init} method.,['summary']
6862,JWTRedirectAuthenticationHandler.java,    // setup the URL to redirect to for authentication,setup the url to redirect to for authentication,['summary']
6863,JWTRedirectAuthenticationHandler.java,    // setup the public key of the token issuer for verification,setup the public key of the token issuer for verification,['summary']
6864,JWTRedirectAuthenticationHandler.java,    // setup the list of valid audiences for token validation,setup the list of valid audiences for token validation,['summary']
6865,JWTRedirectAuthenticationHandler.java,      // parse into the list,parse into the list,['summary']
6866,JWTRedirectAuthenticationHandler.java,    // setup custom cookie name if configured,setup custom cookie name if configured,['summary']
6867,JWTRedirectAuthenticationHandler.java,        // unable to parse the token let's try and get another one,unable to parse the token let's try and get another one,['summary']
6868,JWTRedirectAuthenticationHandler.java,"Encapsulate the acquisition of the JWT token from HTTP cookies within the
   * request.",encapsulate the acquisition of the jwt token from http cookies within the request.,['summary']
6869,JWTRedirectAuthenticationHandler.java,"Create the URL to be used for authentication of the user in the absence of
   * a JWT token within the incoming request.",create the url to be used for authentication of the user in the absence of a jwt token within the incoming request.,['summary']
6871,JWTRedirectAuthenticationHandler.java,"Verify the signature of the JWT token in this method. This method depends
   * on the public key that was established during init based upon the
   * provisioned public key. Override this method in subclasses in order to
   * customize the signature verification behavior.",verify the signature of the jwt token in this method. this method depends on the public key that was established during init based upon the provisioned public key. override this method in subclasses in order to customize the signature verification behavior.,['summary']
6873,JWTRedirectAuthenticationHandler.java," // if there were no expected audiences configured then just
      // consider any audience acceptable",if there were no expected audiences configured then just consider any audience acceptable,['rational']
6874,JWTRedirectAuthenticationHandler.java,"// if any of the configured audiences is found then consider it
        // acceptable",if any of the configured audiences is found then consider it acceptable,['rational']
6875,JWTRedirectAuthenticationHandler.java,   * Validate that the expiration time of the JWT token has not been violated.,validate that the expiration time of the jwt token has not been violated.,['summary']
6876,OperationsWhileTargetIsRunningTest_6_7.java,"Contributors:
 *     Ericsson	AB		  - Initial implementation of Test cases",contributors: ericsson ab - initial implementation of test cases,['Ownership']
6877,TestAMLivelinessMonitor.java,    // make sure that monitor has started,make sure that monitor has started,['summary']
6878,TestAMLivelinessMonitor.java,    // expired[0] would be set to true without resetTimer,expired[0] would be set to true without resettimer,['summary']
6879,TestForStyledUpload.java,"         * @see com.vaadin.ui.Upload.Receiver#receiveUpload(String, String)","@see com.vaadin.ui.upload.receiver#receiveupload(string, string)",['Pointer']
6880,TestForStyledUpload.java,@return String,@return string,['usage']
6881,TestForStyledUpload.java,@return String,@return string,['usage']
6882,TestForStyledUpload.java,         * Returns the fileName.,returns the filename.,['summary']
6883,TestForStyledUpload.java,         * Returns the mimeType.,returns the mimetype.,['summary']
6884,AbstractCEditorTextHover.java,"Contributors:
 *     QNX Software Systems - Initial API and implementation
 *     IBM Corporation
 *     Anton Leherbauer (Wind River Systems)",contributors: qnx software systems - initial api and implementation ibm corporation anton leherbauer (wind river systems),['Ownership']
6885,AbstractCEditorTextHover.java, * Abstract class for providing hover information for C elements.,abstract class for providing hover information for c elements.,['summary']
6886,AbstractCEditorTextHover.java,@see ICEditorTextHover#setEditor(IEditorPart),@see iceditortexthover#seteditor(ieditorpart),['Pointer']
6887,AbstractCEditorTextHover.java,"@see ITextHover#getHoverRegion(ITextViewer, int)","@see itexthover#gethoverregion(itextviewer, int)",['Pointer']
6890,AbstractCEditorTextHover.java,@see ITextHoverExtension#getHoverControlCreator(),@see itexthoverextension#gethovercontrolcreator(),['Pointer']
6891,AbstractCEditorTextHover.java,@see ITextHoverExtension2#getInformationPresenterControlCreator(),@see itexthoverextension2#getinformationpresentercontrolcreator(),['Pointer']
6892,AbstractCEditorTextHover.java,"@return the affordance string or <code>null</code> if disabled or no
	 *         key binding is defined",@return the affordance string or <code> null </code> if disabled or no key binding is defined,['usage']
6896,AbstractCEditorTextHover.java,Returns the tool tip affordance string.,returns the tool tip affordance string.,['summary']
6897,AbstractCEditorTextHover.java," If the hover offset falls within the selection range return the
			 * region for the whole selection.",if the hover offset falls within the selection range return the region for the whole selection.,['rational']
6898,MIExecContinue.java,"Contributors:
 *     QNX Software Systems - Initial API and implementation
 *     Wind River Systems   - Modified for new DSF Reference Implementation",contributors: qnx software systems - initial api and implementation wind river systems - modified for new dsf reference implementation,['Ownership']
6902,MIExecContinue.java,"The parameters allThreads and groupId are mutually exclusive.  allThreads must be false
     * if we are to use groupId.  The value of this method is to only have one place
     * where we use the hard-coded strings.",the parameters allthreads and groupid are mutually exclusive. allthreads must be false if we are to use groupid. the value of this method is to only have one place where we use the hard-coded strings.,['summary']
6904,TestSetTimes.java,   * Tests mod & access time in DFS.,tests mod & access time in dfs.,['summary']
6905,TestSetTimes.java,      // create file and record atime/mtime,create file and record atime/mtime,['summary']
6906,TestSetTimes.java,      // record dir times,record dir times,['summary']
6907,TestSetTimes.java,      // set the access time to be one day in the past,set the access time to be one day in the past,['summary']
6908,TestSetTimes.java,      // check new access time on file,check new access time on file,['summary']
6909,TestSetTimes.java,      // set the modification time to be 1 hour in the past,set the modification time to be 1 hour in the past,['summary']
6910,TestSetTimes.java," long mtime2 = mtime1 - (3600L * 1000L);
      fileSys.setTimes(file1, mtime2, -1);","long mtime2 = mtime1 - (3600l * 1000l); filesys.settimes(file1, mtime2, -1);",['summary']
6911,TestSetTimes.java,      // check new modification time on file,check new modification time on file,['summary']
6912,TestSetTimes.java,      // check new modification time on file,check new modification time on file,['summary']
6913,TestSetTimes.java,      // shutdown cluster and restart,shutdown cluster and restart,['summary']
6915,TestSetTimes.java,   * Tests mod time change at close in DFS.,tests mod time change at close in dfs.,['summary']
6917,TestSetTimes.java,    // parameter initialization,parameter initialization,['summary']
6919,TestSetTimes.java,      //close file after writing,close file after writing,['summary']
6920,TestSetTimes.java,"Test that when access time updates are not needed, the FSNamesystem
   * write lock is not taken by getBlockLocations.
   * Regression test for HDFS-3981.","test that when access time updates are not needed, the fsnamesystem write lock is not taken by getblocklocations. regression test for hdfs-3981.",['summary']
6922,TestSetTimes.java,"// getBlockLocations() should not need the write lock, since we just created
      // the file (and thus its access time is already within the 100-second
      // accesstime precision configured above).","getblocklocations() should not need the write lock, since we just created the file (and thus its access time is already within the 100-second accesstime precision configured above).",['Expand']
6923,TestSetTimes.java,"Test whether atime can be set explicitly even when the atime support is
   * disabled.",test whether atime can be set explicitly even when the atime support is disabled.,['summary']
6924,TestSetTimes.java,      // Create an empty file,create an empty file,['summary']
6925,FreshValueGeneratorTest.java,@link FreshValueGenerator,@link freshvaluegenerator,['Pointer']
6927,FreshValueGeneratorTest.java,Tests for {@link FreshValueGenerator}.,tests for {@link freshvaluegenerator}.,['summary']
6928,FreshValueGeneratorTest.java,// problem with equality of Type objects?,problem with equality of type objects?,['summary']
6931,FreshValueGeneratorTest.java,    // repeat a few times to make sure we don't stumble upon a bad Locale,repeat a few times to make sure we don't stumble upon a bad locale,['summary']
6933,TotalHeapUsageEmulatorPlugin.java,@link TotalHeapUsageEmulatorPlugin,@link totalheapusageemulatorplugin,['Pointer']
6934,TotalHeapUsageEmulatorPlugin.java,@link #HEAP_EMULATION_PROGRESS_INTERVAL,@link #heap_emulation_progress_interval,['Pointer']
6935,TotalHeapUsageEmulatorPlugin.java,@link TotalHeapUsageEmulatorPlugin,@link totalheapusageemulatorplugin,['Pointer']
6936,TotalHeapUsageEmulatorPlugin.java,@link HeapUsageEmulatorCore,@link heapusageemulatorcore,['Pointer']
6937,TotalHeapUsageEmulatorPlugin.java,@link #DEFAULT_EMULATION_PROGRESS_INTERVAL,@link #default_emulation_progress_interval,['Pointer']
6938,TotalHeapUsageEmulatorPlugin.java,@link #load(long),@link #load(long),['Pointer']
6939,TotalHeapUsageEmulatorPlugin.java,"@link #initialize(ResourceCalculatorPlugin, long)","@link #initialize(resourcecalculatorplugin, long)",['Pointer']
6940,TotalHeapUsageEmulatorPlugin.java,// calibrate the core heap-usage utility,calibrate the core heap-usage utility,['summary']
6941,TotalHeapUsageEmulatorPlugin.java,    // get the target heap usage,get the target heap usage,['summary']
6942,TotalHeapUsageEmulatorPlugin.java,      // reset the core so that the garbage is reclaimed,reset the core so that the garbage is reclaimed,['summary']
6943,TotalHeapUsageEmulatorPlugin.java,        // store the emulation progress boundary,store the emulation progress boundary,['summary']
6945,TotalHeapUsageEmulatorPlugin.java,          // Make sure that at least 1 MB is incremented.,make sure that at least 1 mb is incremented.,['summary']
6948,TotalHeapUsageEmulatorPlugin.java,"Clear references to all the GridMix-allocated special objects so that 
     * heap usage is reduced.",clear references to all the gridmix-allocated special objects so that heap usage is reduced.,['summary']
6950,TotalHeapUsageEmulatorPlugin.java,        // Create another String object of size 1MB,create another string object of size 1mb,['summary']
6951,TotalHeapUsageEmulatorPlugin.java," Increase heap usage by current process by the given amount.
     * This is done by creating objects each of size 1MB.",increase heap usage by current process by the given amount. this is done by creating objects each of size 1mb.,['summary']
6952,TotalHeapUsageEmulatorPlugin.java,"This is the core engine to emulate the heap usage. The only responsibility 
   * of this class is to perform certain memory intensive operations to make 
   * sure that some desired value of heap is used.",this is the core engine to emulate the heap usage. the only responsibility of this class is to perform certain memory intensive operations to make sure that some desired value of heap is used.,['summary']
6953,TotalHeapUsageEmulatorPlugin.java,    // store the unit loads in a list,store the unit loads in a list,['summary']
6954,TotalHeapUsageEmulatorPlugin.java,     * Reset the resource usage,reset the resource usage,['summary']
6955,TotalHeapUsageEmulatorPlugin.java,     * Initialize the core.,initialize the core.,['summary']
6956,TotalHeapUsageEmulatorPlugin.java,     * Performs some memory intensive operations to use up some heap.,performs some memory intensive operations to use up some heap.,['summary']
6957,TotalHeapUsageEmulatorPlugin.java,"Defines the core heap usage emulation algorithm. This engine is expected
   * to perform certain memory intensive operations to consume some
   * amount of heap. {@link #load(long)} should load the current heap and 
   * increase the heap usage by the specified value. This core engine can be 
   * initialized using the {@link #initialize(ResourceCalculatorPlugin, long)} 
   * API to suit the underlying hardware better.","defines the core heap usage emulation algorithm. this engine is expected to perform certain memory intensive operations to consume some amount of heap. {@link #load(long)} should load the current heap and increase the heap usage by the specified value. this core engine can be initialized using the {@link #initialize(resourcecalculatorplugin, long)} api to suit the underlying hardware better.",['summary']
6959,TotalHeapUsageEmulatorPlugin.java,   * The minimum buffer reserved for other non-emulation activities.,the minimum buffer reserved for other non-emulation activities.,['summary']
6960,TotalHeapUsageEmulatorPlugin.java, // 10 %,10 %,['summary']
6961,TotalHeapUsageEmulatorPlugin.java,  // Default value for emulation interval,default value for emulation interval,['summary']
6962,TotalHeapUsageEmulatorPlugin.java,"The frequency (based on task progress) with which memory-emulation code is
   * run. If the value is set to 0.1 then the emulation will happen at 10% of 
   * the task's progress. The default value of this parameter is 
   * {@link #DEFAULT_EMULATION_PROGRESS_INTERVAL}.",the frequency (based on task progress) with which memory-emulation code is run. if the value is set to 0.1 then the emulation will happen at 10% of the task's progress. the default value of this parameter is {@link #default_emulation_progress_interval}.,['summary']
6964,TotalHeapUsageEmulatorPlugin.java,  //  the progress boundaries/interval where emulation should be done,the progress boundaries/interval where emulation should be done,['summary']
6966,TotalHeapUsageEmulatorPlugin.java,  //  the progress bar,the progress bar,['summary']
6967,TotalHeapUsageEmulatorPlugin.java,"  // Configuration parameters
  //  the core engine to emulate heap usage",configuration parameters the core engine to emulate heap usage,['summary']
6968,TotalHeapUsageEmulatorPlugin.java,"<p>A {@link ResourceUsageEmulatorPlugin} that emulates the total heap 
 * usage by loading the JVM heap memory. Adding smaller chunks of data to the 
 * heap will essentially use up some heap space thus forcing the JVM to expand 
 * its heap and thus resulting into increase in the heap usage.</p>",<p> a {@link resourceusageemulatorplugin} that emulates the total heap usage by loading the jvm heap memory. adding smaller chunks of data to the heap will essentially use up some heap space thus forcing the jvm to expand its heap and thus resulting into increase in the heap usage. </p>,['summary']
6970,IdentityProvider.java,   * @param obj the schedulable to use.,@param obj the schedulable to use.,['usage']
6971,IdentityProvider.java,"   * @return string identity, or null if no identity could be made.","@return string identity, or null if no identity could be made.",['usage']
6973,IdentityProvider.java,   * Return the string used for scheduling.,return the string used for scheduling.,['summary']
6975,TestDomainSocketWatcher.java,   * Test that we can get notifications out a DomainSocketWatcher.,test that we can get notifications out a domainsocketwatcher.,['summary']
6977,TestDomainSocketWatcher.java,   * Test that domain sockets are closed when the watcher is closed.,test that domain sockets are closed when the watcher is closed.,['summary']
6979,TestDomainSocketWatcher.java,   * @return new DomainSocketWatcher,@return new domainsocketwatcher,['usage']
6980,TestDomainSocketWatcher.java,"Creates a new DomainSocketWatcher and tracks its thread for termination due
   * to an unexpected exception.  At the end of each test, if there was an
   * unexpected exception, then that exception is thrown to force a failure of
   * the test.","creates a new domainsocketwatcher and tracks its thread for termination due to an unexpected exception. at the end of each test, if there was an unexpected exception, then that exception is thrown to force a failure of the test.",['summary']
6982,NMLeveldbStateStoreService.java,    // remove container without StartContainerRequest,remove container without startcontainerrequest,['summary']
6983,NMLeveldbStateStoreService.java, // start with '/',start with '/',['summary']
6984,NMLeveldbStateStoreService.java,      // New value will overwrite old values for the same key,new value will overwrite old values for the same key,['summary']
6985,NMLeveldbStateStoreService.java,          // store version,store version,['summary']
