index,class_name,original_comment,preprocessed_comment,categories
1294,FileSystemLoader,loads templates from the file system.,loads templates from the file system.,['Summary']
1295,FileSystemLoader,this loader can find templates,this loader can find templates,['Summary']
1297,FileSystemLoader,"the loader takes the path to the templates as string, or if multiple","the loader takes the path to the templates as string, or if multiple",['Usage']
1299,FileSystemLoader,given order,given order,['Usage']
1301,FileSystemLoader,per default the template encoding is utf 8 which can be changed,per default the template encoding is utf 8 which can be changed,['Usage']
1302,FileSystemLoader,by setting the encoding parameter to something else.,by setting the encoding parameter to something else.,['Usage']
1303,FileSystemLoader,"to follow symbolic links, set the followlinks parameter to true","to follow symbolic links, set the followlinks parameter to true",['Usage']
1304,FileSystemLoader,"loader filesystemloader path to templates , followlinks true","loader filesystemloader path to templates , followlinks true",['Usage']
1307,FollowedBy,lookahead matching of the given parse expression.,lookahead matching of the given parse expression.,['Summary']
1308,FollowedBy,followedby does not advance the parsing position within,followedby does not advance the parsing position within,"['Usage', 'DevelopmentNotes']"
1311,FollowedBy,expression matches at the current position.,expression matches at the current position.,"['Usage', 'DevelopmentNotes', 'Summary']"
1312,FollowedBy,followedby,followedby,"['Usage', 'DevelopmentNotes', 'Summary']"
1313,FollowedBy,always returns a null token list.,always returns a null token list.,"['Usage', 'DevelopmentNotes', 'Summary']"
1314,FollowedBy,if any results names are defined,if any results names are defined,"['Usage', 'DevelopmentNotes', 'Expand']"
1315,FollowedBy,"in the lookahead expression, those will be returned for access by","in the lookahead expression, those will be returned for access by","['Usage', 'DevelopmentNotes', 'Expand']"
1316,FollowedBy,name.,name.,"['Usage', 'DevelopmentNotes', 'Expand']"
1320,FollowedBy,data word word alphas,data word word alphas,['Usage']
1323,FollowedBy,"attr expr group label suppress oneormore data word, stopon label ^setparseaction ^join","attr expr group label suppress oneormore data word, stopon label .setparseaction .join",['Usage']
1324,FollowedBy,oneormore attr expr ^parsestring shape square color black posn upper left ^pprint,oneormore attr expr .parsestring shape square color black posn upper left .pprint,['Usage']
1326,FollowedBy,"shape , square , color , black , posn , upper left","shape , square , color , black , posn , upper left",['Usage']
1327,Getattr,get an attribute or item from an expression that is a ascii only,get an attribute or item from an expression that is a ascii only,['Usage']
1328,Getattr,bytestring and prefer the attribute.,bytestring and prefer the attribute.,['Usage']
1331,HebrewProber,"fact some kind of hebrew, logical or visual.","fact some kind of hebrew, logical or visual.",['DevelopmentNotes']
1332,HebrewProber,with the scores of the two sbcharsetprobers to produce a final answer.,with the scores of the two sbcharsetprobers to produce a final answer.,['Usage']
1333,HebrewProber,it reduces any sequence of such characters to a single space.,it reduces any sequence of such characters to a single space.,['Summary']
1334,HebrewProber,built.,built.,['Usage']
1336,HebrewProber,"disjointed from the model probers, the results of the hebrewprober","disjointed from the model probers, the results of the hebrewprober",['DevelopmentNotes']
1338,HTMLParser,html parser,html parser,['Summary']
1341,InsecurePlatformWarning,warned when certain ssl configuration is not available on a platform.,warned when certain ssl configuration is not available on a platform.,['Summary']
1343,InstalledDistribution,it reads the metadata contained in pydist^json when it is,it reads the metadata contained in pydist.json when it is,['Usage']
1345,InstalledDistribution,dry run mode is being used .,dry run mode is being used .,['Usage']
1346,InternalName,an internal name in the compiler.,an internal name in the compiler.,['Summary']
1347,InternalName,you cannot create these nodes,you cannot create these nodes,['DevelopmentNotes']
1348,InternalName,yourself but the parser provides a,yourself but the parser provides a,['DevelopmentNotes']
1349,InternalName,meth jinja2^parser.parser^free identifier method that creates,meth jinja2.parser.parser.free identifier method that creates,['DevelopmentNotes']
1350,InternalName,a new identifier for you.,a new identifier for you.,['DevelopmentNotes']
1351,InternalName,this identifier is not available from the,this identifier is not available from the,['DevelopmentNotes']
1353,InvalidDateError,a date field was improperly specified.,a date field was improperly specified.,['Summary']
1354,InvalidHeaderError,exception for invalid headers.,exception for invalid headers.,['Summary']
1355,InvalidVersion,"an invalid version was found, users should refer to pep 440.","an invalid version was found, users should refer to pep 440.","['Usage', 'Summary']"
1356,Kanji,unicode set for kanji unicode character range,unicode set for kanji unicode character range,['Summary']
1359,KeyType,"keys can be bare unquoted , or quoted using basic , or literal","keys can be bare unquoted , or quoted using basic , or literal","['Parameters', 'Expand']"
1360,KeyType,quotes following the same escaping rules as single line stringtype.,quotes following the same escaping rules as single line stringtype.,"['Parameters', 'Expand']"
1361,LockFailed,lock file creation failed for some other reason.,lock file creation failed for some other reason.,['Summary']
1363,LockFailed,raise lockfailed,raise lockfailed,['Usage']
1364,LockFailed,except lockerror,except lockerror,['Usage']
1366,LRUCache,a simple lru cache implementation.,a simple lru cache implementation.,['Summary']
1368,LRUCache,scale.,scale.,['DevelopmentNotes']
1369,LRUCache,but as long as it s only used as storage for templates this,but as long as it s only used as storage for templates this,['DevelopmentNotes']
1370,LRUCache,won t do any harm.,won t do any harm.,['DevelopmentNotes']
1371,Markup,a string that is ready to be safely inserted into an html or xml,a string that is ready to be safely inserted into an html or xml,['Summary']
1372,Markup,"document, either because it was escaped or because it was marked","document, either because it was escaped or because it was marked",['Summary']
1373,Markup,safe.,safe.,['Summary']
1374,Markup,passing an object to the constructor converts it to text and wraps,passing an object to the constructor converts it to text and wraps,"['Parameters', 'Expand']"
1376,Markup,"to escape the text, use the","to escape the text, use the","['Usage', 'Parameters', 'Expand']"
1390,Markup,this implements the html interface that some frameworks,this implements the html interface that some frameworks,"['Usage', 'DevelopmentNotes']"
1393,Markup,passing an object that implements html will wrap the,passing an object that implements html will wrap the,"['Usage', 'DevelopmentNotes']"
1411,Markup,all methods escape their arguments and return a markup instance.,all methods escape their arguments and return a markup instance.,"['Usage', 'DevelopmentNotes']"
1413,Markup,markup em foo &amp bar em,markup em foo &amp bar em,"['Usage', 'DevelopmentNotes']"
1415,Markup,markup em hello em &lt foo&gt,markup em hello em &lt foo&gt,"['Usage', 'DevelopmentNotes']"
1416,MemcachedBytecodeCache,this class implements a bytecode cache that uses a memcache cache for,this class implements a bytecode cache that uses a memcache cache for,['Summary']
1418,MemcachedBytecodeCache,it does not enforce a specific memcache library,it does not enforce a specific memcache library,['Expand']
1420,MemcachedBytecodeCache,the minimal interface required.,the minimal interface required.,['Expand']
1421,MemcachedBytecodeCache,the minimal interface for the client passed to the constructor is this,the minimal interface for the client passed to the constructor is this,['Usage']
1423,MemcachedBytecodeCache,"method set key, value , timeout","method set key, value , timeout",['Usage']
1425,MemcachedBytecodeCache,value is a string and,value is a string and,['Usage']
1429,MemcachedBytecodeCache,provided it s an integer with the number of seconds the cache,provided it s an integer with the number of seconds the cache,['Usage']
1431,MemcachedBytecodeCache,method get key,method get key,['Usage']
1433,MemcachedBytecodeCache,if the item does not,if the item does not,['Usage']
1439,MemoizedZipManifests,memoized zipfile manifests.,memoized zipfile manifests.,['Summary']
1440,MetadataMissingError,a required metadata is missing,a required metadata is missing,['Summary']
1441,MethodDispatcher,dict with 2 special properties,dict with 2 special properties,['Summary']
1442,MethodDispatcher,"on initiation, keys that are lists, sets or tuples are converted to","on initiation, keys that are lists, sets or tuples are converted to",['Expand']
1443,MethodDispatcher,multiple keys so accessing any one of the items in the original,multiple keys so accessing any one of the items in the original,['Expand']
1444,MethodDispatcher,list like object returns the matching value,list like object returns the matching value,['Expand']
1445,MethodDispatcher,a default value which can be set through the default attribute.,a default value which can be set through the default attribute.,"['Usage', 'Expand']"
1447,Module_six_moves_urllib_request,lazy loading of moved objects in six^moves.urllib request,lazy loading of moved objects in six.moves.urllib request,['Summary']
1451,Node,represents an item in the tree,represents an item in the tree,['Summary']
1453,NotAny,lookahead to disallow matching with the given parse expression.,lookahead to disallow matching with the given parse expression.,['Summary']
1454,NotAny,notany does not advance the parsing position within the,notany does not advance the parsing position within the,['Expand']
1455,NotAny,"input string, it only verifies that the specified parse expression","input string, it only verifies that the specified parse expression",['Expand']
1456,NotAny,does not match at the current position.,does not match at the current position.,['Expand']
1457,NotAny,"also, notany does","also, notany does",['Expand']
1460,NotAny,a null token list.,a null token list.,['Usage']
1464,NotAny,# take care not to mistake keywords for identifiers,# take care not to mistake keywords for identifiers,['Usage']
1466,NotAny,boolean term optional not ident,boolean term optional not ident,['Usage']
1468,NotAny,"# operation hierarchy, use infixnotation","# operation hierarchy, use infixnotation",['Usage']
1470,NotAny,# integers that are followed by .,# integers that are followed by .,['Usage']
1473,NotMyLock,raised when an attempt is made to unlock a file someone else locked.,raised when an attempt is made to unlock a file someone else locked.,['Summary']
1478,omdict,ordered multivalue dictionary.,ordered multivalue dictionary.,['Summary']
1480,omdict,key.,key.,"['Expand', 'Summary']"
1482,omdict,retains the order of insertions and deletions.,retains the order of insertions and deletions.,['Summary']
1483,omdict,"internally, items are stored in a doubly linked list, self.","internally, items are stored in a doubly linked list, self.",['Expand']
1484,omdict,items.,items.,['Expand']
1485,omdict,a,a,['Expand']
1486,omdict,"dictionary, self.","dictionary, self.",['Expand']
1487,omdict,"map, is also maintained and stores an ordered list of","map, is also maintained and stores an ordered list of",['Expand']
1488,omdict,"linked list node references, one for each value associated with that key.","linked list node references, one for each value associated with that key.","['Expand', 'Summary']"
1489,omdict,standard dict methods interact with the first value associated with a given,standard dict methods interact with the first value associated with a given,['Expand']
1490,omdict,key.,key.,"['Expand', 'Summary']"
1491,omdict,"this means that omdict retains method parity with dict, and a dict","this means that omdict retains method parity with dict, and a dict",['Expand']
1492,omdict,object can be replaced with an omdict object and all interaction will,object can be replaced with an omdict object and all interaction will,['Expand']
1500,omdict,"added parameters are optional, existing use remains unaffected.","added parameters are optional, existing use remains unaffected.",['Usage']
1504,omdict,new methods have also been added to omdict.,new methods have also been added to omdict.,['Usage']
1507,omdict,"interact with all items in the dictionary, including multiple items with","interact with all items in the dictionary, including multiple items with",['Usage']
1508,omdict,the same key.,the same key.,"['Usage', 'Expand', 'Summary']"
1509,omdict,the new omdict methods are,the new omdict methods are,['Usage']
1510,omdict,"load , size , reverse ,","load , size , reverse ,",['Usage']
1512,omdict,"poplist , popvalue , popvalues , popitem , poplistitem ,","poplist , popvalue , popvalues , popitem , poplistitem ,",['Usage']
1513,omdict,"allitems , allkeys , allvalues , lists , listitems ,","allitems , allkeys , allvalues , lists , listitems ,",['Usage']
1514,omdict,"iterallitems , iterallkeys , iterallvalues , iterlists ,","iterallitems , iterallkeys , iterallvalues , iterlists ,",['Usage']
1515,omdict,iterlistitems,iterlistitems,['Usage']
1516,Option,options are usually optional values on the command line and,options are usually optional values on the command line and,['Summary']
1517,Option,have some extra features that arguments don t have.,have some extra features that arguments don t have.,['Summary']
1518,Option,all other parameters are passed onwards to the parameter constructor.,all other parameters are passed onwards to the parameter constructor.,['Usage']
1519,Option,param show default controls if the default value should be shown on the,param show default controls if the default value should be shown on the,['Parameters']
1520,Option,help page.,help page.,['Parameters']
1521,Option,"normally, defaults are not shown.","normally, defaults are not shown.",['Parameters']
1522,Option,if this,if this,['Parameters']
1523,Option,"value is a string, it shows the string instead of the","value is a string, it shows the string instead of the",['Parameters']
1524,Option,value.,value.,['Parameters']
1525,Option,this is particularly useful for dynamic options.,this is particularly useful for dynamic options.,['Parameters']
1529,Option,param prompt if set to true or a non empty string then the user will be,param prompt if set to true or a non empty string then the user will be,['Parameters']
1530,Option,prompted for input.,prompted for input.,['Parameters']
1531,Option,if set to true the prompt will be the,if set to true the prompt will be the,['Parameters']
1532,Option,option name capitalized.,option name capitalized.,['Parameters']
1533,Option,param confirmation prompt if set then the value will need to be confirmed,param confirmation prompt if set then the value will need to be confirmed,['Parameters']
1534,Option,if it was prompted for.,if it was prompted for.,['Parameters']
1535,Option,hidden from the user.,hidden from the user.,['Parameters']
1536,Option,this is useful for password,this is useful for password,['Parameters']
1537,Option,input.,input.,['Parameters']
1538,Option,param is flag forces this option to act as a flag.,param is flag forces this option to act as a flag.,['Parameters']
1539,Option,the default is,the default is,['Parameters']
1540,Option,auto detection.,auto detection.,['Parameters']
1543,Option,this is set to a boolean automatically if,this is set to a boolean automatically if,['Parameters']
1544,Option,the option string contains a slash to mark two options.,the option string contains a slash to mark two options.,['Parameters']
1545,Option,param multiple if this is set to true then the argument is accepted,param multiple if this is set to true then the argument is accepted,['Parameters']
1546,Option,multiple times and recorded.,multiple times and recorded.,['Parameters']
1548,Option,in how it works but supports arbitrary number of,in how it works but supports arbitrary number of,['Parameters']
1550,Option,param count this flag makes an option increment an integer.,param count this flag makes an option increment an integer.,['Parameters']
1552,Option,parameter will be pulled from an environment,parameter will be pulled from an environment,['Parameters']
1554,Option,context.,context.,['Parameters']
1555,Option,param help the help string.,param help the help string.,['Parameters']
1557,PacifyFlushWrapper,this wrapper is used to catch and suppress brokenpipeerrors resulting,this wrapper is used to catch and suppress brokenpipeerrors resulting,"['Expand', 'Summary']"
1566,PacifyFlushWrapper,"pipe, all calls and attributes are proxied.","pipe, all calls and attributes are proxied.",['Expand']
1567,PackageIndex,represents a package index and provides easier access to endpoints,represents a package index and provides easier access to endpoints,['Summary']
1568,ParseError,this error occurs when the parser encounters a syntax error,this error occurs when the parser encounters a syntax error,['Summary']
1569,ParseError,in the toml being parsed.,in the toml being parsed.,['Summary']
1572,ParserElement,abstract base level parser element class.,abstract base level parser element class.,['Summary']
1574,ParseResults,"structured parse results, to provide multiple means of access to","structured parse results, to provide multiple means of access to",['Summary']
1575,ParseResults,the parsed data,the parsed data,"['Usage', 'Summary']"
1576,ParseResults,as a list len results,as a list len results,['Usage']
1578,ParseResults,by attribute results.,by attribute results.,['Usage']
1579,ParseResults,resultsname see class parserelement^setresultsname,resultsname see class parserelement.setresultsname,['Usage']
1581,ParseResults,integer word nums,integer word nums,"['Usage', 'DevelopmentNotes']"
1582,ParseResults,date str integer^setresultsname year,date str integer.setresultsname year,"['Usage', 'DevelopmentNotes']"
1583,ParseResults,integer^setresultsname month,integer.setresultsname month,"['Usage', 'DevelopmentNotes']"
1584,ParseResults,integer^setresultsname day,integer.setresultsname day,"['Usage', 'DevelopmentNotes']"
1585,ParseResults,# equivalent form,# equivalent form,"['Usage', 'DevelopmentNotes']"
1586,ParseResults,# date str integer year integer month integer day,# date str integer year integer month integer day,"['Usage', 'DevelopmentNotes']"
1587,ParseResults,# parsestring returns a parseresults object,# parsestring returns a parseresults object,"['Usage', 'DevelopmentNotes']"
1588,ParseResults,result date str^parsestring 1999 12 31,result date str.parsestring 1999 12 31,"['Usage', 'DevelopmentNotes']"
1589,ParseResults,"def test s, fn repr","def test s, fn repr","['Usage', 'DevelopmentNotes']"
1590,ParseResults,"print %s %s % s, fn eval s","print %s %s % s, fn eval s","['Usage', 'DevelopmentNotes']"
1591,ParseResults,test list result,test list result,"['Usage', 'DevelopmentNotes']"
1592,ParseResults,test result 0,test result 0,"['Usage', 'DevelopmentNotes']"
1593,ParseResults,test result month,test result month,"['Usage', 'DevelopmentNotes']"
1594,ParseResults,test result^day,test result.day,"['Usage', 'DevelopmentNotes']"
1595,ParseResults,test month in result,test month in result,"['Usage', 'DevelopmentNotes']"
1596,ParseResults,test minutes in result,test minutes in result,"['Usage', 'DevelopmentNotes']"
1597,ParseResults,"test result^dump , str","test result.dump , str","['Usage', 'DevelopmentNotes']"
1599,ParseResults,"list result 1999 , , 12 , , 31","list result 1999 , , 12 , , 31",['Usage']
1600,ParseResults,result 0 1999,result 0 1999,['Usage']
1602,ParseResults,result^day 31,result.day 31,['Usage']
1603,ParseResults,month in result true,month in result true,['Usage']
1605,ParseResults,"result^dump 1999 , , 12 , , 31","result.dump 1999 , , 12 , , 31",['Usage']
1606,ParseResults,day 31,day 31,['Usage']
1607,ParseResults,month 12,month 12,['Usage']
1608,ParseResults,year 1999,year 1999,['Usage']
1610,Path,different checks.,different checks.,['Summary']
1611,Path,"first of all, instead of returning an open file","first of all, instead of returning an open file",['DevelopmentNotes']
1615,Path,"param exists if set to true, the file or directory needs to exist for","param exists if set to true, the file or directory needs to exist for",['Parameters']
1616,Path,this value to be valid.,this value to be valid.,['Parameters']
1619,Path,silently skipped.,silently skipped.,['Parameters']
1626,Path,it,it,['Parameters']
1627,Path,"will not expand a tilde prefix, as this is","will not expand a tilde prefix, as this is",['Parameters']
1629,Path,"param allow dash if this is set to true , a single dash to indicate","param allow dash if this is set to true , a single dash to indicate",['Parameters']
1635,PoolManager,allows for arbitrary requests while transparently keeping track of,allows for arbitrary requests while transparently keeping track of,['Summary']
1642,PoolManager,explicitly.,explicitly.,['Parameters']
1645,PoolManager,class urllib3^connectionpool.connectionpool instances.,class urllib3.connectionpool.connectionpool instances.,['Parameters']
1647,PoolManager,manager poolmanager num pools 2,manager poolmanager num pools 2,['Usage']
1649,PoolManager,"r manager^request get , http yahoo^com","r manager.request get , http yahoo.com",['Usage']
1652,PrefixLoader,to a prefix.,to a prefix.,['Summary']
1653,PrefixLoader,the prefix is delimited from the template by a slash per,the prefix is delimited from the template by a slash per,"['Usage', 'Expand']"
1654,PrefixLoader,"default, which can be changed by setting the delimiter argument to","default, which can be changed by setting the delimiter argument to","['Usage', 'Expand']"
1655,PrefixLoader,something else,something else,"['Usage', 'Expand']"
1656,PrefixLoader,loader prefixloader,loader prefixloader,['Usage']
1659,PrefixLoader,"by loading app1 index^html the file from the app1 package is loaded,","by loading app1 index.html the file from the app1 package is loaded,",['Usage']
1661,ProcessedTraceback,holds a jinja preprocessed traceback for printing or reraising.,holds a jinja preprocessed traceback for printing or reraising.,['Summary']
1664,Request,a user created class request request object.,a user created class request request object.,['Summary']
1668,Request,param headers dictionary of headers to send.,param headers dictionary of headers to send.,['Parameters']
1669,Request,param files dictionary of filename fileobject files to multipart upload.,param files dictionary of filename fileobject files to multipart upload.,['Parameters']
1670,Request,param data the body to attach to the request.,param data the body to attach to the request.,['Parameters']
1671,Request,if a dictionary or,if a dictionary or,['Parameters']
1672,Request,"list of tuples key, value is provided, form encoding will","list of tuples key, value is provided, form encoding will",['Parameters']
1673,Request,take place.,take place.,['Parameters']
1674,Request,param json json for the body to attach to the request if files or data is not specified .,param json json for the body to attach to the request if files or data is not specified .,['Parameters']
1676,Request,if a dictionary or,if a dictionary or,['Parameters']
1679,Request,"param auth auth handler or user, pass tuple.","param auth auth handler or user, pass tuple.",['Parameters']
1680,Request,param cookies dictionary or cookiejar of cookies to attach to this request.,param cookies dictionary or cookiejar of cookies to attach to this request.,['Parameters']
1685,Request,"req requests^request get , https httpbin^org get","req requests.request get , https httpbin.org get",['Usage']
1687,Request,preparedrequest get,preparedrequest get,['Usage']
1689,RequirementUninstaller,a context manager to remove a package for the inner block.,a context manager to remove a package for the inner block.,['Summary']
1690,RequirementUninstaller,this uses uninstallpathset to control the workflow.,this uses uninstallpathset to control the workflow.,['Expand']
1691,RequirementUninstaller,if the inner block,if the inner block,['Expand']
1692,RequirementUninstaller,"exits correctly, the uninstallation is committed, otherwise rolled back.","exits correctly, the uninstallation is committed, otherwise rolled back.",['Expand']
1693,RequiresPythonCache,cache a candidate s requires python information.,cache a candidate s requires python information.,['Summary']
1696,Resource,"not normally instantiated by user code, but rather by a","not normally instantiated by user code, but rather by a",['DevelopmentNotes']
1697,Resource,class resourcefinder which manages the resource.,class resourcefinder which manages the resource.,['DevelopmentNotes']
1698,ResourceFinder,resource finder for file system resources.,resource finder for file system resources.,['Summary']
1699,ResourceManager,manage resource extraction and packages,manage resource extraction and packages,['Summary']
1702,Retry,retry configuration.,retry configuration.,['Summary']
1704,Retry,they can be safely reused.,they can be safely reused.,['Expand']
1705,Retry,retries can be defined as a default for a pool,retries can be defined as a default for a pool,['Usage']
1706,Retry,"retries retry connect 5, read 2, redirect 5","retries retry connect 5, read 2, redirect 5",['Usage']
1708,Retry,"response http^request get , http example^com","response http.request get , http example.com",['Usage']
1711,Retry,param int total,param int total,['Parameters']
1712,Retry,total number of retries to allow.,total number of retries to allow.,['Parameters']
1716,Retry,it s a good idea to set this to some sensibly high value to,it s a good idea to set this to some sensibly high value to,['Parameters']
1718,Retry,set to 0 to fail on the first retry.,set to 0 to fail on the first retry.,['Parameters']
1719,Retry,set to false to disable and imply raise on redirect false .,set to false to disable and imply raise on redirect false .,['Parameters']
1722,Retry,"these are errors raised before the request is sent to the remote server,","these are errors raised before the request is sent to the remote server,",['Parameters']
1723,Retry,set to 0 to fail on the first retry of this type.,set to 0 to fail on the first retry of this type.,['Parameters']
1725,Retry,how many times to retry on read errors.,how many times to retry on read errors.,['Parameters']
1726,Retry,"these errors are raised after the request was sent to the server, so the","these errors are raised after the request was sent to the server, so the",['Parameters']
1727,Retry,request may have side effects.,request may have side effects.,['Parameters']
1728,Retry,set to 0 to fail on the first retry of this type.,set to 0 to fail on the first retry of this type.,['Parameters']
1729,Retry,param int redirect,param int redirect,['Parameters']
1731,Retry,limit this to avoid infinite redirect,limit this to avoid infinite redirect,['Parameters']
1732,Retry,loops.,loops.,['Parameters']
1733,Retry,"a redirect is a http response with a status code 301, 302, 303, 307 or","a redirect is a http response with a status code 301, 302, 303, 307 or",['Parameters']
1734,Retry,308,308,['Parameters']
1736,Retry,set to false to disable and imply raise on redirect false .,set to false to disable and imply raise on redirect false .,['Parameters']
1737,Retry,param int status,param int status,['Parameters']
1738,Retry,how many times to retry on bad status codes.,how many times to retry on bad status codes.,['Parameters']
1739,Retry,"these are retries made on responses, where status code matches","these are retries made on responses, where status code matches",['Parameters']
1740,Retry,status forcelist .,status forcelist .,['Parameters']
1743,Retry,set of uppercased http method verbs that we should retry on.,set of uppercased http method verbs that we should retry on.,['Parameters']
1744,Retry,"by default, we only retry on methods which are considered to be","by default, we only retry on methods which are considered to be",['Parameters']
1745,Retry,idempotent multiple requests with the same parameters end with the,idempotent multiple requests with the same parameters end with the,['Parameters']
1749,Retry,param iterable status forcelist,param iterable status forcelist,['Parameters']
1750,Retry,a set of integer http status codes that we should force a retry on.,a set of integer http status codes that we should force a retry on.,['Parameters']
1752,Retry,"by default, this is disabled with none .","by default, this is disabled with none .",['Parameters']
1753,Retry,param float backoff factor,param float backoff factor,['Parameters']
1755,Retry,most errors are resolved immediately by a second try without a,most errors are resolved immediately by a second try without a,['Parameters']
1756,Retry,delay .,delay .,['Parameters']
1757,Retry,urllib3 will sleep for,urllib3 will sleep for,['Parameters']
1758,Retry,backoff factor 2 number of total retries 1,backoff factor 2 number of total retries 1,['Parameters']
1759,Retry,seconds.,seconds.,['Parameters']
1760,Retry,"if the backoff factor is 01, then func ^sleep will sleep","if the backoff factor is 01, then func .sleep will sleep",['Parameters']
1761,Retry,"for 00s, 02s, 04s, .","for 00s, 02s, 04s, .",['Parameters']
1765,Retry,"by default, backoff is disabled set to 0 .","by default, backoff is disabled set to 0 .",['Parameters']
1766,Retry,"param bool raise on redirect whether, if the number of redirects is","param bool raise on redirect whether, if the number of redirects is",['Parameters']
1768,Retry,response code in the 3xx range.,response code in the 3xx range.,['Parameters']
1769,Retry,param bool raise on status similar meaning to raise on redirect,param bool raise on status similar meaning to raise on redirect,['Parameters']
1770,Retry,"whether we should raise an exception, or return a response,","whether we should raise an exception, or return a response,",['Parameters']
1771,Retry,if status falls in status forcelist range and retries have,if status falls in status forcelist range and retries have,['Parameters']
1772,Retry,been exhausted.,been exhausted.,['Parameters']
1773,Retry,param tuple history the history of the request encountered during,param tuple history the history of the request encountered during,['Parameters']
1774,Retry,each call to meth retry^increment .,each call to meth retry.increment .,['Parameters']
1775,Retry,the list is in the order,the list is in the order,['Parameters']
1777,Retry,each list item is of class class requesthistory .,each list item is of class class requesthistory .,['Parameters']
1778,Retry,param bool respect retry after header,param bool respect retry after header,['Parameters']
1779,Retry,whether to respect retry after header on status codes defined as,whether to respect retry after header on status codes defined as,['Parameters']
1780,Retry,attr retry^retry after status codes or not.,attr retry.retry after status codes or not.,['Parameters']
1782,Retry,sequence of headers to remove from the request when a response,sequence of headers to remove from the request when a response,['Parameters']
1783,Retry,indicating a redirect is returned before firing off the redirected,indicating a redirect is returned before firing off the redirected,['Parameters']
1784,Retry,request.,request.,['Parameters']
1785,SafeFileCache,a file based cache which is safe to use even when the target directory may,a file based cache which is safe to use even when the target directory may,['Summary']
1786,SafeFileCache,not be accessible or writable.,not be accessible or writable.,['Summary']
1788,SchemaValidatorMixin,validator.,validator.,['Summary']
1789,Session,a requests session.,a requests session.,['Summary']
1790,Session,"provides cookie persistence, connection pooling, and configuration.","provides cookie persistence, connection pooling, and configuration.",['Summary']
1793,Session,s requests^session,s requests.session,['Usage']
1794,Session,s^get https httpbin^org get,s.get https httpbin.org get,['Usage']
1795,Session,response 200,response 200,['Usage']
1796,Session,or as a context manager,or as a context manager,['Usage']
1797,Session,with requests^session as s,with requests.session as s,['Usage']
1798,Session,s^get https httpbin^org get,s.get https httpbin.org get,['Usage']
1799,Session,response 200,response 200,['Usage']
1800,SkipTo,token for skipping over all undefined text until the matched,token for skipping over all undefined text until the matched,['Summary']
1801,SkipTo,expression is found.,expression is found.,['Summary']
1803,SkipTo,expr target expression marking the end of the data to be skipped,expr target expression marking the end of the data to be skipped,['Parameters']
1804,SkipTo,"include default false if true, the target expression is also parsed","include default false if true, the target expression is also parsed",['Parameters']
1806,SkipTo,ignore default none used to define grammars typically quoted strings and,ignore default none used to define grammars typically quoted strings and,['Parameters']
1808,SkipTo,failon default none define expressions that are not allowed to be,failon default none define expressions that are not allowed to be,['Parameters']
1810,SkipTo,the skipto is not a match,the skipto is not a match,['Parameters']
1813,SkipTo,# severity description days open,# severity description days open,['Usage']
1814,SkipTo,101 critical intermittent system crash 6,101 critical intermittent system crash 6,['Usage']
1816,SkipTo,integer word nums,integer word nums,['Usage']
1817,SkipTo,sep suppress,sep suppress,['Usage']
1818,SkipTo,# use skipto to simply match everything up until the next sep,# use skipto to simply match everything up until the next sep,['Usage']
1819,SkipTo,"# ignore quoted strings, so that a character inside a quoted string does not match","# ignore quoted strings, so that a character inside a quoted string does not match",['Usage']
1820,SkipTo,"# parse action will call token^strip for each matched token, ie, the description body","# parse action will call token.strip for each matched token, ie, the description body",['Usage']
1821,SkipTo,"string data skipto sep, ignore quotedstring","string data skipto sep, ignore quotedstring",['Usage']
1823,SkipTo,ticket expr integer issue num sep,ticket expr integer issue num sep,['Usage']
1824,SkipTo,string data sev sep,string data sev sep,['Usage']
1827,SkipTo,print tkt^dump,print tkt.dump,['Usage']
1828,SkipTo,prints,prints,['Usage']
1829,SkipTo,"101 , critical , intermittent system crash , 6","101 , critical , intermittent system crash , 6",['Usage']
1830,SkipTo,days open 6,days open 6,['Usage']
1832,SkipTo,issue num 101,issue num 101,['Usage']
1834,SkipTo,"94 , cosmetic , spelling error on login log n , 14","94 , cosmetic , spelling error on login log n , 14",['Usage']
1835,SkipTo,days open 14,days open 14,['Usage']
1836,SkipTo,desc spelling error on login log n,desc spelling error on login log n,['Usage']
1838,SkipTo,sev cosmetic,sev cosmetic,['Usage']
1839,SkipTo,days open 47,days open 47,['Usage']
1840,SkipTo,issue num 79,issue num 79,['Usage']
1843,Token,token class.,token class.,['Summary']
1845,TokenStreamIterator,iterate over the stream,iterate over the stream,['Expand']
1848,TreeBuilder,documentclass the class to use for the bottommost node of a document,documentclass the class to use for the bottommost node of a document,['Usage']
1849,TreeBuilder,elementclass the class to use for html elements,elementclass the class to use for html elements,['Usage']
1850,TreeBuilder,commentclass the class to use for comments,commentclass the class to use for comments,['Usage']
1851,TreeBuilder,doctypeclass the class to use for doctypes,doctypeclass the class to use for doctypes,['Usage']
1852,Trie,abstract base class for tries,abstract base class for tries,['Summary']
1855,UnlockError,base class for errors arising from attempts to release the lock.,base class for errors arising from attempts to release the lock.,['Summary']
1857,UnlockError,raise unlockerror,raise unlockerror,['Usage']
1861,_OpNamespace,an op namespace to dynamically bind operators into python.,an op namespace to dynamically bind operators into python.,"['Usage', 'DevelopmentNotes', 'Summary']"
1863,_OpNamespace,to,to,"['Usage', 'DevelopmentNotes']"
